id,state,diet_need,meal_type,dish,calories,protein_g,carbs_g,fat_g,fiber_g,glycemic_index,sodium_level,cholesterol_impact,allergens,base_ingredients,diet_type,meat_type,instructions,exercise,warning
65,Meghalaya,Weight Loss,Lunch,"Bamboo Tube Fish (Simple Prep, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",212,28,7,9,3,Low,Medium,High,fish,"fish, bamboo tube, herbs, local spices",Non-Vegetarian,fish,Cook fish in bamboo with herbs and only the needed broth. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
66,Meghalaya,Weight Loss,Lunch,"Do'o Kappa (Thin Serve, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",250,31,11,8,3,High,Medium,Low,,"chicken, natural potash, coriander, chili",Non-Vegetarian,chicken,"Cook chicken with natural potash, coriander, and chili. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.",30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
67,Meghalaya,Weight Loss,Lunch,"Doh Sniang Nei-Iong (Leaf Wrapped, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",291,24,9,17,3,Low,High,High,sesame,"pork, sesame seeds, herbs",Non-Vegetarian,pork,Cook pork with sesame seeds and local herbs. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
68,Meghalaya,Weight Loss,Lunch,"Dohjem (Minimal Oil, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",261,23,10,14,3,Medium,Medium,Low,,"minced pork, black sesame, spices",Non-Vegetarian,pork,Cook minced pork with sesame and spices in a light gravy. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.,30 minutes brisk walking or easy cycling,"Avoid deep-frying and keep portions controlled. This is richer than steamed rice-cake dishes, so keep the serving smaller."
69,Meghalaya,Weight Loss,Lunch,"Dohkhlieh (Portion Controlled, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",225,26,7,12,3,Medium,High,Low,,"boiled pork, onion, green chili, herbs",Non-Vegetarian,pork,"Boil the pork and toss it with onion, green chili, and herbs. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.",30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
70,Meghalaya,Weight Loss,Lunch,"Dohneiiong (Light Herbs, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",296,24,8,16,3,High,High,Low,,"meat, black sesame seeds, herbs",Non-Vegetarian,pork,Simmer the meat with black sesame and minimal oil. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.,30 minutes brisk walking or easy cycling,"Avoid deep-frying and keep portions controlled. This is richer than steamed rice-cake dishes, so keep the serving smaller."
71,Meghalaya,Weight Loss,Lunch,"Ja Tyndong (Light Spice, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",212,18,26,6,6,Low,Low,High,,"rice, fish or meat, vegetables, bamboo tube",Non-Vegetarian,fish,"Place rice, fish or meat, and vegetables in bamboo tubes and roast. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.",30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
72,Meghalaya,Weight Loss,Lunch,"Jadoh (Steamed, No Oil, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",327,23,45,10,5,High,Medium,Low,,"red rice, local meat, herbs",Non-Vegetarian,pork,Cook red rice with the meat and just enough seasoning for aroma. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.,30 minutes brisk walking or easy cycling,"Avoid deep-frying and keep portions controlled. This is richer than steamed rice-cake dishes, so keep the serving smaller."
73,Meghalaya,Weight Loss,Lunch,"Kharang (High Fibre, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",163,26,3,6,2,Medium,Low,Low,fish,"smoked fish, chili, herbs",Non-Vegetarian,fish,"Use smoked fish in a light curry, chutney, or salad. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.",30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled. Watch the sodium level if the fish component is salted or smoked.
74,Meghalaya,Weight Loss,Lunch,"Ktung Bain Nei-Iong (Dry Roasted, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",197,22,5,8,3,Medium,Medium,High,"sesame, fish","dry fish, black sesame, herbs",Non-Vegetarian,fish,Simmer dry fish with black sesame and mild spices. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled. Watch the sodium level if the fish component is salted or smoked.
75,Meghalaya,Weight Loss,Lunch,"Nakham Bitchi (No Added Salt, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",205,24,7,8,2,Medium,Medium,Low,fish,"dry fish, chili, garlic, herbs",Non-Vegetarian,fish,"Prepare dry fish gravy with garlic, chili, and local herbs. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.",30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled. Watch the sodium level if the fish component is salted or smoked.
76,Meghalaya,Weight Loss,Lunch,"Phan and Tungtap (Low Fat, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",138,11,18,6,4,Low,High,High,fish,"boiled potato, fermented dry fish, chili, onion",Non-Vegetarian,fish,Serve boiled potato with fermented dry fish chutney in a small portion. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled. Watch the sodium level if the fish component is salted or smoked.
77,Meghalaya,Weight Loss,Lunch,"Putharo with Dohjem (Fresh and Light, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",348,24,39,11,4,Medium,Low,Low,,"rice flour, pork curry, black sesame",Non-Vegetarian,pork,Pair the rice cake with pork curry and black sesame in a balanced serving. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
78,Meghalaya,Weight Loss,Lunch,"Shillong Smoked Meat (Half Portion, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",205,24,3,9,3,Low,High,High,,"smoked meat, onion, herbs",Non-Vegetarian,smoked meat,Serve smoked meat in small slices with onion and herbs. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.,30 minutes brisk walking or easy cycling,"Avoid deep-frying and keep portions controlled. This is richer than steamed rice-cake dishes, so keep the serving smaller."
79,Meghalaya,Weight Loss,Lunch,"Wak Pura (Small Bowl, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",299,26,7,19,4,Low,High,Low,,"pork, potash, herbs",Non-Vegetarian,pork,Cook pork with potash until tender and keep the fat controlled. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.,30 minutes brisk walking or easy cycling,"Avoid deep-frying and keep portions controlled. This is richer than steamed rice-cake dishes, so keep the serving smaller."
80,Meghalaya,Weight Loss,Lunch,"Wak Tangsek Pura (Quick Steam, Weight Loss; Weight Loss; Lunch; Non-Vegetarian)",238,25,8,12,4,High,High,Low,,"pork, green vegetables, powdered rice",Non-Vegetarian,pork,Cook pork with green vegetables and powdered rice. Keep the oil minimal and the portion controlled. This version uses a traditional meat or fish component from Meghalaya cuisine.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
81,Meghalaya,Weight Loss,Lunch,"Ja Shulia (Light Spice, Weight Loss; Weight Loss; Lunch; Vegan)",146,4,33,1,3,Medium,Medium,Low,,"sticky rice, water",Vegan,,Steam the sticky rice until soft and fluff it lightly. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
82,Meghalaya,Weight Loss,Lunch,"Local Fruit Bowl (Half Portion, Weight Loss; Weight Loss; Lunch; Vegan)",82,1,20,0,7,High,High,Medium,,"sohiong, sohshang, seasonal fruits",Vegan,,Serve the seasonal fruit fresh without added sugar. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
83,Meghalaya,Weight Loss,Lunch,"Lungsiej (Quick Steam, Weight Loss; Weight Loss; Lunch; Vegan)",49,3,7,1,4,Low,Low,High,,"bamboo shoot, chili, spices",Vegan,,"Quick-pickle bamboo shoot with chili and spices, then serve as a side. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.",30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
84,Meghalaya,Weight Loss,Lunch,"Me.kin/Sobok Chatni (Dry Roasted, Weight Loss; Weight Loss; Lunch; Vegan)",90,2,11,2,7,Low,Medium,High,,"banana flower, herbs, chili",Vegan,,Pound banana flower with herbs and chili into a fresh chutney. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
85,Meghalaya,Weight Loss,Lunch,"Pu-sla (Light Herbs, Weight Loss; Weight Loss; Lunch; Vegan)",123,4,25,1,6,Medium,Medium,Medium,,"rice flour, leaf wrap, water",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
86,Meghalaya,Weight Loss,Lunch,"Pukhlein (Thin Serve, Weight Loss; Weight Loss; Lunch; Vegan)",192,5,31,5,3,High,High,High,,"rice flour, jaggery, oil",Vegan,,Prepare the rice cake with a light batter and shallow-fry briefly. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,"Avoid deep-frying and keep portions controlled. This is richer than steamed rice-cake dishes, so keep the serving smaller."
87,Meghalaya,Weight Loss,Lunch,"Pumaloi (Portion Controlled, Weight Loss; Weight Loss; Lunch; Vegan)",126,4,27,1,6,High,Low,Low,,"ground rice, water, steam",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
88,Meghalaya,Weight Loss,Lunch,"Pusaw (Minimal Oil, Weight Loss; Weight Loss; Lunch; Vegan)",113,4,25,1,6,Low,High,Medium,,"unpolished rice, water",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
89,Meghalaya,Weight Loss,Lunch,"Putharo (Steamed, No Oil, Weight Loss; Weight Loss; Lunch; Vegan)",129,5,30,2,7,Low,Medium,High,,"rice flour, water, black sesame",Vegan,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
90,Meghalaya,Weight Loss,Lunch,"Red Rice with Bamboo Shoot and Herbs (Fresh and Light, Weight Loss; Weight Loss; Lunch; Vegan)",159,5,31,1,7,High,Low,Medium,,"red rice, bamboo shoot, local herbs",Vegan,,Cook red rice with tender bamboo shoot and local herbs using very little oil. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
91,Meghalaya,Weight Loss,Lunch,"Roasted Maize (Leaf Wrapped, Weight Loss; Weight Loss; Lunch; Vegan)",110,4,27,1,6,High,High,High,,local maize,Vegan,,Dry-roast the maize over fire and season lightly. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
92,Meghalaya,Weight Loss,Lunch,"Shaw Saw (Simple Prep, Weight Loss; Weight Loss; Lunch; Vegan)",5,0,3,0,1,Low,High,Low,,"red tea leaves, water",Vegan,,Brew the red tea without sugar and serve it hot. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
93,Meghalaya,Weight Loss,Lunch,"Shillong Aloo Muri/Chana (Small Bowl, Weight Loss; Weight Loss; Lunch; Vegan)",143,6,25,2,8,Low,Low,High,,"boiled potato, puffed rice, chana, onion, chili, lemon",Vegan,,"Toss boiled potato or chana with puffed rice, onion, chili, and lemon. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.",30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
94,Meghalaya,Weight Loss,Lunch,"Sohphlang with Perilla Seed Dip (High Fibre, Weight Loss; Weight Loss; Lunch; Vegan)",97,4,15,4,8,High,Medium,Low,,"sohphlang root, perilla seeds, chili",Vegan,,Serve the root raw or lightly boiled with crushed perilla seeds. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
95,Meghalaya,Weight Loss,Lunch,"Steamed Wild Greens with Sesame (Low Fat, Weight Loss; Weight Loss; Lunch; Vegan)",88,6,8,5,8,Medium,Low,Low,sesame,"wild greens, sesame seeds, herbs",Vegan,,Steam or lightly sauté the greens with sesame seeds and herbs. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.,30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
96,Meghalaya,Weight Loss,Lunch,"Tungrymbai (No Added Salt, Weight Loss; Weight Loss; Lunch; Vegan)",148,10,13,5,7,Low,High,Low,"sesame, soy","fermented soybeans, black sesame, chili, herbs",Vegan,,"Cook fermented soybeans with black sesame, chili, and local herbs. Keep the oil minimal and the portion controlled. This version stays plant-based with no dairy or eggs.",30 minutes brisk walking or easy cycling,Avoid deep-frying and keep portions controlled.
